"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1983","FN","1984","FN","1985","FN","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"9","9.5","9.5.1","C090501","Research and development expenditure as a proportion of GDP","GB_XPD_RSDV","SD","Research and development (R&D) expenditure as a proportion of GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.52","NA, 11, 117","1.54","12","1.53","NA, 13, 117","1.53","NA, 14, 117","1.51","NA, 15, 117","1.53","NA, 16, 117","1.54","NA, 17, 117","1.56","NA, 18, 117","1.60","NA, 19, 117","1.64","NA, 20, 117","1.62","NA, 21, 117","1.64","NA, 22, 117","1.65","NA, 23, 117","1.68","NA, 24, 117","1.69","NA, 25, 117","","","","","",""
"9","9.5","9.5.2","C090502","Researchers (in full-time equivalent) per million inhabitants","GB_POP_SCIERD","SD","Researchers (in full-time equivalent) per million inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per million population","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","806.37","NA, 11, 117","824.31","NA, 12, 117","834.58","NA, 13, 117","863.60","NA, 14, 117","873.11","NA, 15, 117","907.37","NA, 16, 117","929.35","NA, 17, 117","958.45","NA, 18, 117","983.58","NA, 19, 117","1,007.52","NA, 20, 117","1,018.95","NA, 21, 117","1,046.68","NA, 22, 117","1,066.36","NA, 23, 117","1,087.54","NA, 24, 117","1,098.38","NA, 25, 117","","","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_2GNTWK","SD","Proportion of population covered by at least a 2G mobile network","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.61","11","56.19","12","56.90","13","58.31","14","60.74","15","63.70","16","79.49","17","82.64","18","84.22","19","87.32","20","87.84","21","92.55","22","93.04","23","95.54","24","95.81","25","95.64","26","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_3GNTWK","SD","Proportion of population covered by at least a 3G mobile network","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.95","25","82.39","26","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_4GNTWK","SD","Proportion of population covered by at least a 4G mobile network","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.37","25","61.83","26","","","",""
"10","10.c","10.c.1","C100c01","Remittance costs as a proportion of the amount remitted","SI_RMT_COST","SD","Remittance costs as a proportion of the amount remitted","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.90","NA, 22","9.00","NA, 23","8.60","NA, 24","8.20","NA, 25","7.50","NA, 26","","","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_AALG","SD","Direct disaster economic loss, average annual loss in relation to global GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","E, 27, 74, 159","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_AALT","+","Direct disaster economic loss, average annual loss","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293,995.47","E, 27, 74, 159","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_DMGEDUC","SD","Damage to critical infrastructure, education facilities","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","96.00","1, 74","119.00","2, 74","16.00","3, 74","60.00","4, 74","198.00","5, 74","443.00","6, 74","139.00","7, 74","576.00","8, 74","1,298.00","9, 74","186.00","10, 74","287.00","11, 74","622.00","12, 74","1,156.00","13, 74","835.00","14, 74","1,734.00","15, 74","1,254.00","16, 74","1,882.00","17, 74","22,876.00","18, 74","21,761.00","19, 74","12,071.00","20, 74","2,241.00","21, 74","1,363.00","22, 74","2,028.00","23, 74","983.00","24, 74","579.00","25, 74","","","","","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_DMGHLTH","SD","Damage to critical infrastructure, health facilities","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","10.00","1, 74","7.00","2, 74","7.00","3, 74","7.00","4, 74","5.00","5, 74","41.00","6, 74","6.00","7, 74","7.00","8, 74","17.00","9, 74","25.00","10, 74","52.00","11, 74","216.00","12, 74","113.00","13, 74","1,325.00","14, 74","322.00","15, 74","354.00","16, 74","502.00","17, 74","650.00","18, 74","415.00","19, 74","250.00","20, 74","616.00","21, 74","355.00","22, 74","367.00","23, 74","349.00","24, 74","110.00","25, 74","","","","","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_EXVAL","+","Direct disaster economic loss, exposed value","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279,582,450.28","E, 27, 74","",""
"11","11.6","11.6.1","C110601","Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated, by cities","EN_REF_COLDIS","+","Proportion of population served by municipal waste collection","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.20","NA, 64, 118"
"11","11.6","11.6.1","C110601","Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated, by cities","EN_REF_COLDIS","+","Proportion of population served by municipal waste collection","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.10","NA, 64, 118"
"11","11.6","11.6.1","C110601","Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated, by cities","EN_REF_COLDIS","+","Proportion of population served by municipal waste collection","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.14","NA, 64, 118"
"11","11.6","11.6.2","C110602","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","EN_ATM_PM25","SD","Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Micrograms per cubic meter","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.47","E, 23, 119, 160","","","","","","","","","",""
"11","11.6","11.6.2","C110602","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","EN_ATM_PM25","SD","Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Micrograms per cubic meter","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.05","23, 119, 161","","","","","","","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00","C, 11, 110","8.04","C, 12, 110","8.10","C, 13, 110","8.42","C, 14, 110","8.77","C, 15, 110","9.10","C, 16, 110","9.42","C, 17, 110","9.80","C, 18, 110","9.78","C, 19, 110","9.69","C, 20, 110","10.10","C, 21, 110","","","","","","","","","","","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20","C, 11, 110","1.20","C, 12, 110","1.19","C, 13, 110","1.22","C, 14, 110","1.24","C, 15, 110","1.26","C, 16, 110","1.27","C, 17, 110","1.28","C, 18, 110","1.28","C, 19, 110","1.33","C, 20, 110","1.33","C, 21, 110","","","","","","","","","","","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48,478,683,916.00","C, 11, 110","49,369,276,376.00","C, 12, 110","50,003,992,564.00","C, 13, 110","52,778,188,228.00","C, 14, 110","55,770,245,660.00","C, 15, 110","58,672,801,504.00","C, 16, 110","61,561,100,608.00","C, 17, 110","64,863,191,500.00","C, 18, 110","65,510,536,108.00","C, 19, 110","65,730,550,252.00","C, 20, 110","69,329,028,068.00","C, 21, 110","","","","","","","","","","","","","",""
